EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
918,1,58,781,2,1,4,1,57,2,1,4,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
920,0,43,177,8,3,1,0,55,3,2,2,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
922,1,20,500,2,3,3,0,49,2,1,3,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
923,1,21,1427,18,1,4,0,65,3,1,4,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
924,0,36,1425,14,1,3,1,68,3,2,4,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
925,0,47,1454,2,4,4,0,65,2,1,4,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
926,1,22,617,3,1,2,0,34,3,2,3,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
927,1,41,1085,2,4,2,0,57,1,1,4,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
930,0,28,995,9,3,3,0,77,3,1,3,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
932,1,39,1122,6,3,4,1,70,3,1,1,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
933,0,27,618,4,3,2,0,76,3,1,3,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
934,0,34,546,10,3,2,1,83,3,1,2,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
936,0,42,462,14,2,3,0,68,2,2,3,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
939,0,33,1198,1,4,3,1,100,2,1,1,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
940,0,58,1272,5,3,3,0,37,2,3,2,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
941,0,31,154,7,4,2,1,41,2,1,3,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
942,0,35,1137,21,1,4,0,51,3,2,4,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
944,0,49,527,8,2,1,0,51,3,3,2,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
945,0,48,1469,20,4,4,1,51,3,1,3,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
947,0,31,1188,20,2,4,0,45,3,2,3,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
949,0,36,188,7,4,2,1,65,3,1,4,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
950,0,38,1333,1,3,4,0,80,3,3,1,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
951,0,32,1184,1,3,3,0,70,2,1,2,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
952,1,25,867,19,2,3,1,36,2,1,2,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
954,0,40,658,10,4,1,1,67,2,3,2,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
956,0,26,1283,1,3,3,1,52,2,2,1,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
957,0,41,263,6,3,4,1,59,3,1,1,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
958,0,36,938,2,4,3,1,79,3,1,3,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
959,1,19,419,21,3,4,1,37,2,1,2,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
960,1,20,129,4,3,1,1,84,3,1,1,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
961,0,31,616,12,3,4,0,41,3,2,4,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
964,0,40,1469,9,4,4,1,35,3,1,2,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
966,0,32,498,3,4,3,0,93,3,2,1,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
967,1,36,530,3,1,3,1,51,2,3,4,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
969,0,33,1069,1,3,2,0,42,2,2,4,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
970,1,37,625,1,4,1,1,46,2,3,3,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
972,0,45,805,4,2,3,1,57,3,2,2,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
974,0,29,1404,20,3,3,0,84,3,1,4,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
975,0,35,1219,18,3,3,0,86,3,2,3,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
976,0,52,1053,1,2,4,1,70,3,4,4,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
977,1,58,289,2,3,4,1,51,3,1,3,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
981,0,53,1376,2,2,3,1,45,3,4,3,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
982,0,30,231,8,2,3,1,62,3,3,3,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
983,0,38,152,10,3,3,0,85,3,2,4,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
984,0,35,882,3,4,4,1,92,3,3,4,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
985,0,39,903,2,5,1,1,41,4,3,3,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
986,1,40,1479,24,3,2,0,100,4,4,2,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
987,0,47,1379,16,4,3,1,64,4,2,3,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
990,0,36,1229,8,4,1,1,84,3,2,4,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
991,1,31,335,9,2,3,1,46,2,1,1,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
992,0,33,722,17,3,4,1,38,3,4,3,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
994,1,29,906,10,3,4,0,92,2,1,1,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
995,0,33,461,13,1,2,0,53,3,1,4,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
996,0,45,974,1,4,4,0,91,3,1,4,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
997,0,50,1126,1,2,4,1,66,3,4,4,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
998,0,33,827,1,4,3,0,84,4,2,2,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
999,0,41,840,9,3,1,1,64,3,5,3,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1001,0,27,1134,16,4,3,0,37,3,1,2,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1002,0,45,248,23,2,4,1,42,3,2,1,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1003,0,47,955,4,2,4,0,83,3,2,4,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1004,1,30,138,22,3,1,0,48,3,1,3,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1005,0,50,939,24,3,4,1,95,3,4,3,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1006,0,38,1391,10,1,3,1,66,3,1,3,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1007,0,46,566,7,2,4,1,75,3,3,3,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1009,0,24,1206,17,1,4,0,41,2,2,3,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1010,1,35,622,14,4,3,1,39,2,1,2,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1011,0,31,853,1,1,3,0,96,3,2,1,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1012,0,18,287,5,2,2,1,73,3,1,4,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1013,0,54,1441,17,3,3,0,56,3,3,3,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1014,0,35,583,25,4,3,0,57,3,3,3,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1015,0,30,153,8,2,2,0,73,4,3,1,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1016,1,20,1097,11,3,4,0,98,2,1,1,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1017,1,30,109,5,3,2,0,60,3,1,2,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1018,0,26,1066,2,2,4,1,32,4,2,4,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1019,0,22,217,8,1,2,1,94,1,1,1,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1022,0,48,277,6,3,1,1,97,2,2,3,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1024,0,48,1355,4,4,3,1,78,2,3,3,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1025,0,41,549,7,2,4,0,42,3,2,3,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1026,0,39,466,1,1,4,0,65,2,4,4,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1027,0,27,1055,2,4,1,0,47,3,2,4,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1028,0,35,802,10,3,2,1,45,3,1,4,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1029,0,42,265,5,2,4,1,90,3,5,3,7770,6,0,13,3,2,0,21,3,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1030,0,50,804,9,3,1,1,64,3,1,4,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1032,0,59,715,2,3,3,0,69,2,4,4,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1033,1,37,1141,11,2,1,0,61,1,2,2,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1034,0,55,135,18,4,3,1,62,3,2,2,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1035,0,41,247,7,1,2,0,55,1,5,3,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1036,0,38,1035,3,4,2,1,42,3,2,4,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1037,1,26,265,29,2,2,1,79,1,2,1,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1038,1,52,266,2,1,1,0,57,1,5,4,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1039,0,44,1448,28,3,4,0,53,4,4,4,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1040,0,50,145,1,3,4,0,95,3,2,3,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1042,1,36,885,16,4,3,0,43,4,1,1,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1043,0,39,945,22,3,4,0,82,3,3,1,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1044,0,33,1038,8,1,2,0,88,2,1,4,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1045,0,45,1234,11,2,4,0,90,3,4,4,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1046,0,32,1109,29,4,4,0,69,3,1,3,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1047,0,34,216,1,4,2,1,75,4,2,4,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1048,0,59,1089,1,2,2,1,66,3,3,4,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1049,0,45,788,24,4,2,1,36,3,1,2,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1050,0,53,124,2,3,3,0,38,2,3,2,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1052,1,36,660,15,3,1,1,81,3,2,3,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1053,1,26,342,2,3,1,1,57,3,1,1,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1055,0,34,1333,10,4,3,0,87,3,1,3,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1056,0,28,1144,10,1,4,1,74,3,1,2,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1060,0,38,1186,3,4,3,1,44,3,1,3,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1061,0,50,1464,2,4,2,1,62,3,5,3,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1062,0,37,124,3,3,4,0,35,3,2,2,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1066,0,40,300,26,3,3,1,74,3,2,1,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1068,0,26,921,1,1,1,0,66,2,1,3,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1069,0,46,430,1,4,4,1,40,3,5,4,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1070,0,54,1082,2,4,3,0,41,2,3,3,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1071,0,56,1240,9,3,1,0,63,3,1,3,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1073,0,36,796,12,5,4,0,51,2,3,4,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1074,0,55,444,2,1,3,1,40,2,4,1,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1076,0,43,415,25,3,3,1,79,2,3,4,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1077,1,20,769,9,3,4,0,54,3,1,4,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1079,1,21,1334,10,3,3,0,36,2,1,1,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1080,0,46,1003,8,4,4,0,74,2,2,1,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1081,1,51,1323,4,4,1,1,34,3,1,3,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1082,1,28,1366,24,2,2,1,72,2,3,1,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1083,0,26,192,1,2,1,1,59,2,1,1,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1084,0,30,1176,20,3,3,1,85,3,2,1,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1085,0,41,509,7,2,2,0,43,4,1,3,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1088,0,38,330,17,1,3,0,65,2,3,3,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1092,0,40,1492,20,4,1,1,61,3,3,4,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1094,0,27,1277,8,5,1,1,87,1,1,3,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1096,0,55,1091,2,1,4,1,65,3,3,2,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1097,0,28,857,10,3,3,0,59,3,2,3,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1098,1,44,1376,1,2,2,1,91,2,3,1,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1099,0,33,654,5,3,4,1,34,2,3,4,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1100,1,35,1204,4,3,4,1,86,3,3,1,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
